meter_id,building_name,reading_date,raw_reading,normalized_kwh,usage_kwh
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-01-02,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-01-09,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-01-16,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-01-23,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-01-30,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-02-06,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-02-13,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-02-20,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-02-27,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-03-06,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-03-13,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-03-20,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-03-27,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-04-03,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-04-10,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-04-17,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-04-24,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-05-01,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-05-08,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-05-15,,0,0
EGAT__FL01__Main,มิเตอร์รวมทั้งหมด,2026-05-22,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-01-02,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-01-09,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-01-16,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-01-23,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-01-30,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-02-06,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-02-13,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-02-20,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-02-27,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-03-06,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-03-13,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-03-20,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-03-27,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-04-03,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-04-10,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-04-17,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-04-24,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-05-01,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-05-08,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-05-15,,0,0
EGAT__FL01__Main2,มิเตอร์รวม เฟส 1,2026-05-22,,0,0
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-01-02,964.366,964366.0,0
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-01-09,966.1,966100.0,1734.0
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-01-16,967.37,967370.0,1270.0
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-01-23,968.85,968850.0,1480.0
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-01-30,970.0,970000.0,1150.0
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-02-06,971.39,971390.0,1390.0
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-02-13,972.613,972613.0,1223.0
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-02-20,974.05,974050.0,1437.0
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-02-27,975.38,975380.0,1330.0
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-03-06,976.47168,976471.68,1091.68
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-03-13,977.70416,977704.16,1232.48
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-03-20,978.79312,978793.12,1088.96
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-03-27,979.92264,979922.64,1129.52
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-04-03,981.15456,981154.56,1231.92
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-04-10,982.2824,982282.4,1127.84
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-04-17,549.874,549874.0,0
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-04-24,2.013529,2013.53,2013.53
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-05-01,3.463,3463.0,1449.47
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-05-08,4.28821,4288.21,825.21
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-05-15,5.573,5573.0,1284.79
T.0006__FL01__MDB,ท.0006 อาคาร บริหารอะไหล่กังหันก๊าซ1 อรอ.,2026-05-22,6.797274,6797.27,1224.27
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-01-02,0.40095,400.95,0
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-01-09,0.77551,775.51,374.56
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-01-16,0.91324,913.24,137.73
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-01-23,1.0925,1092.5,179.26
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-01-30,1.2568,1256.8,164.3
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-02-06,1.9943,1994.3,737.5
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-02-13,3.08,3080.0,1085.7
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-02-20,4.2579,4257.9,1177.9
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-02-27,5.3789,5378.9,1121.0
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-03-06,6.39,6390.0,1011.1
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-03-13,7.4289,7428.9,1038.9
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-03-20,8.4336,8433.6,1004.7
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-03-27,9.4781,9478.1,1044.5
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-04-03,10.431,10431.0,952.9
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-04-10,11.418,11418.0,987.0
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-04-17,12.368,12368.0,950.0
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-04-24,13.62842,13628.42,1260.42
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-05-01,15.295,15295.0,1666.58
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-05-08,15.903,15903.0,608.0
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-05-15,17.015,17015.0,1112.0
T.0007__FL01__MDB,ท.0007 อาคาร กองบริหาร ชธธ.,2026-05-22,18.064,18064.0,1049.0
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-01-02,354685.96,354685.96,0
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-01-09,355451.57,355451.57,765.61
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-01-16,356009.0,356009.0,557.43
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-01-23,356636.58,356636.58,627.58
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-01-30,357163.75,357163.75,527.17
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-02-06,357743.49,357743.49,579.74
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-02-13,358366.08,358366.08,622.59
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-02-20,19.87,19.87,19.87
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-02-27,171.55,171.55,151.68
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-03-06,337.17,337.17,165.62
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-03-13,515.35,515.35,178.18
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-03-20,680.89,680.89,165.54
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-03-27,886.0,886.0,205.11
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-04-03,920.0,920.0,34.0
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-04-10,1150.0,1150.0,230.0
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-04-17,1.34,1.34,1.34
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-04-24,,1.34,0
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-05-01,1.806,1.81,0.47
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-05-08,,1.81,0
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-05-15,2.0911,2.09,0.29
T.0008__FL01__MDB,ท.0008 อาคาร บริหารอะไหล่กังหันก๊าซ2 อรอ.,2026-05-22,2.31,2.31,0.22
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-01-02,40.88,40880.0,0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-01-09,41.01,41010.0,130.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-01-16,41.04,41040.0,30.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-01-23,41.083,41083.0,43.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-01-30,41.131,41131.0,48.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-02-06,41.164,41164.0,33.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-02-13,41.216,41216.0,52.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-02-20,41.265,41265.0,49.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-02-27,41.316,41316.0,51.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-03-06,41.346,41346.0,30.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-03-13,41.376,41376.0,30.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-03-20,41.402,41402.0,26.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-03-27,41.433,41433.0,31.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-04-03,41.503,41503.0,70.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-04-10,41.533,41533.0,30.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-04-17,41.536,41536.0,3.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-04-24,,41536000.0,41494464.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-05-01,,41536000000.0,41494464000.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-05-08,,41536000000000.0,41494464000000.0
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-05-15,,4.1536e+16,4.1494464e+16
T.0009__FL01__MDB,ท.0009 อาคาร ปฏิบัติการพิเศษ,2026-05-22,,4.1536e+19,4.1494464e+19
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-01-02,53.18,53.18,0
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-01-09,54.93,54.93,1.75
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-01-16,55.85,55.85,0.92
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-01-23,57.05,57.05,1.2
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-01-30,58.03,58.03,0.98
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-02-06,59.19,59.19,1.16
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-02-13,60.45,60.45,1.26
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-02-20,61.85,61.85,1.4
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-02-27,63.313,63.31,1.46
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-03-06,64.576,64.58,1.26
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-03-13,65.91,65.91,1.33
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-03-20,67.396,67.4,1.49
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-03-27,68.6,68.6,1.2
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-04-03,69.92,69.92,1.32
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-04-10,71.088,71.09,1.17
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-04-17,71.896,71.9,0.81
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-04-24,73.62,73.62,1.72
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-05-01,75.481,75.48,1.86
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-05-08,76.293,76.29,0.81
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-05-15,77.598,77.6,1.3
T.0010__FL01__MDB,ท.0010 อาคาร ทดสอบเครื่องกล อรอ.,2026-05-22,79.18,79.18,1.58
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-01-02,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-01-09,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-01-16,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-01-23,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-01-30,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-02-06,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-02-13,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-02-20,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-02-27,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-03-06,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-03-13,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-03-20,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-03-27,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-04-03,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-04-10,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-04-17,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-04-24,,0,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-05-01,387.85,387.85,387.85
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-05-08,904.7,904.7,516.85
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-05-15,,904.7,0
T.0011__FL01__MDB,ท.0011 อาคาร เครื่องมือ อบค.,2026-05-22,2158.12,2158.12,1253.42
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-01-02,203212.53,203212.53,0
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-01-09,212184.54,212184.54,8972.01
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-01-16,217082.41,217082.41,4897.87
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-01-23,223373.56,223373.56,6291.15
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-01-30,229162.06,229162.06,5788.5
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-02-06,235313.33,235313.33,6151.27
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-02-13,241903.45,241903.45,6590.12
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-02-20,248677.39,248677.39,6773.94
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-02-27,256017.13,256017.13,7339.74
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-03-06,262434.28,262434.28,6417.15
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-03-13,269651.29,269651.29,7217.01
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-03-20,276884.89,276884.89,7233.6
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-03-27,282809.09,282809.09,5924.2
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-04-03,287275.22,287275.22,4466.13
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-04-10,291612.55,291612.55,4337.33
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-04-17,294693.19,294693.19,3080.64
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-04-24,300228.77,300228.77,5535.58
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-05-01,306180.1,306180.1,5951.33
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-05-08,308817.0,308817.0,2636.9
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-05-15,312939.85,312939.85,4122.85
T.0012__FL01__MDB,ท.0012 อาคาร บำรุงรักษาเครื่องกล อบค.,2026-05-22,317503.11,317503.11,4563.26
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-01-02,3424.49,3424.49,0
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-01-09,3750.57,3750.57,326.08
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-01-16,3890.29,3890.29,139.72
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-01-23,4020.02,4020.02,129.73
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-01-30,4162.28,4162.28,142.26
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-02-06,4310.22,4310.22,147.94
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-02-13,4451.61,4451.61,141.39
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-02-20,4572.51,4572.51,120.9
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-02-27,4708.42,4708.42,135.91
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-03-06,4863.94,4863.94,155.52
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-03-13,5038.6,5038.6,174.66
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-03-20,5211.74,5211.74,173.14
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-03-27,5401.64,5401.64,189.9
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-04-03,5572.77,5572.77,171.13
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-04-10,5757.98,5757.98,185.21
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-04-17,5897.34,5897.34,139.36
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-04-24,6098.64,6098.64,201.3
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-05-01,6289.7,6289.7,191.06
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-05-08,6359.24,6359.24,69.54
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-05-15,6500.88,6500.88,141.64
D.0026__FL01__MDB,ต.0026 อาคารระบบประปา,2026-05-22,6651.3,6651.3,150.42
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-01-02,6239.58,6239.58,0
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-01-09,6495.97,6495.97,256.39
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-01-16,6677.0,6677.0,181.03
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-01-23,6838.64,6838.64,161.64
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-01-30,7005.9,7005.9,167.26
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-02-06,7203.53,7203.53,197.63
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-02-13,7377.97,7377.97,174.44
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-02-20,7545.29,7545.29,167.32
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-02-27,7721.05,7721.05,175.76
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-03-06,7878.79,7878.79,157.74
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-03-13,8065.16,8065.16,186.37
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-03-20,8237.91,8237.91,172.75
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-03-27,8367.08,8367.08,129.17
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-04-03,8498.62,8498.62,131.54
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-04-10,8631.9,8631.9,133.28
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-04-17,8712.28,8712.28,80.38
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-04-24,8870.84,8870.84,158.56
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-05-01,9105.88,9105.88,235.04
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-05-08,9197.61,9197.61,91.73
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-05-15,9363.81,9363.81,166.2
D.0017__FL01__MDB,ต.0017 อาคาร โรงอาหาร,2026-05-22,9545.47,9545.47,181.66
D.0017__FL01__ร้านค้า_1,ต.0017 ร้านอาหาร 1 (จ๊ายตี๋),2026-01-02,,0,0
D.0017__FL01__ร้านค้า_1,ต.0017 ร้านอาหาร 1 (จ๊ายตี๋),2026-01-09,7843.0,7843.0,7843.0
D.0017__FL01__ร้านค้า_1,ต.0017 ร้านอาหาร 1 (จ๊ายตี๋),2026-01-16,7938.0,7938.0,95.0
D.0017__FL01__ร้านค้า_1,ต.0017 ร้านอาหาร 1 (จ๊ายตี๋),2026-01-23,8025.0,8025.0,87.0
D.0017__FL01__ร้านค้า_1,ต.0017 ร้านอาหาร 1 (จ๊ายตี๋),2026-01-30,8119.0,8119.0,94.0
D.0017__FL01__ร้านค้า_1,ต.0017 ร้านอาหาร 1 (จ๊ายตี๋),2026-02-06,8211.0,8211.0,92.0
D.0017__FL01__ร้านค้า_1,ต.0017 ร้านอาหาร 1 (จ๊ายตี๋),2026-02-13,8306.0,8306.0,95.0
D.0017__FL01__ร้านค้า_1,ต.0017 ร้านอาหาร 1 (จ๊ายตี๋),2026-02-20,8396.0,8396.0,90.0
D.0017__FL01__ร้านค้า_1,ต.0017 ร้านอาหาร 1 (จ๊ายตี๋),2026-02-27,8488.0,8488.0,92.0
D.0017__FL01__ร้านค้า_1,ต.0017 ร้านอาหาร 1 (จ๊ายตี๋),2026-03-06,8549.0,8549.0,61.0
